seed,team,winning_count,non_winning_count,winning_freq,non_winning_freq,freq_diff,relative_advantage
1,Houston,144,345,0.72,0.19166666666666668,0.5283333333333333,2.7565217391304344
1,Florida,39,220,0.195,0.12222222222222222,0.07277777777777779,0.5954545454545456
15,Omaha,0,1,0.0,0.0005555555555555556,-0.0005555555555555556,-1.0
14,Lipscomb,0,1,0.0,0.0005555555555555556,-0.0005555555555555556,-1.0
14,Troy,0,2,0.0,0.0011111111111111111,-0.0011111111111111111,-1.0
16,American,0,2,0.0,0.0011111111111111111,-0.0011111111111111111,-1.0
14,Montana,0,2,0.0,0.0011111111111111111,-0.0011111111111111111,-1.0
15,Robert Morris,0,2,0.0,0.0011111111111111111,-0.0011111111111111111,-1.0
10,New Mexico,0,2,0.0,0.0011111111111111111,-0.0011111111111111111,-1.0
14,UNC Wilmington,0,2,0.0,0.0011111111111111111,-0.0011111111111111111,-1.0
13,Yale,0,3,0.0,0.0016666666666666668,-0.0016666666666666668,-1.0
16,Norfolk St,0,4,0.0,0.0022222222222222222,-0.0022222222222222222,-1.0
8,Mississippi St,0,4,0.0,0.0022222222222222222,-0.0022222222222222222,-1.0
12,McNeese,0,4,0.0,0.0022222222222222222,-0.0022222222222222222,-1.0
15,Bryant,0,4,0.0,0.0022222222222222222,-0.0022222222222222222,-1.0
16,SIUE,0,4,0.0,0.0022222222222222222,-0.0022222222222222222,-1.0
7,Marquette,0,5,0.0,0.002777777777777778,-0.002777777777777778,-1.0
10,Arkansas,0,5,0.0,0.002777777777777778,-0.002777777777777778,-1.0
13,High Point,0,5,0.0,0.002777777777777778,-0.002777777777777778,-1.0
10,Utah State,0,5,0.0,0.002777777777777778,-0.002777777777777778,-1.0
9,Baylor,0,5,0.0,0.002777777777777778,-0.002777777777777778,-1.0
13,Akron,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
6,Illinois,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
12,Liberty,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
11,Texas,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
13,Grand Canyon,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
10,Vanderbilt,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
9,Oklahoma,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
8,UConn,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
9,Georgia,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
4,Maryland,0,7,0.0,0.0038888888888888888,-0.0038888888888888888,-1.0
6,Missouri,0,8,0.0,0.0044444444444444444,-0.0044444444444444444,-1.0
7,UCLA,0,8,0.0,0.0044444444444444444,-0.0044444444444444444,-1.0
7,Kansas,0,8,0.0,0.0044444444444444444,-0.0044444444444444444,-1.0
4,Purdue,0,9,0.0,0.005,-0.005,-1.0
9,Creighton,0,9,0.0,0.005,-0.005,-1.0
5,Memphis,0,10,0.0,0.005555555555555556,-0.005555555555555556,-1.0
11,North Carolina,0,11,0.0,0.006111111111111111,-0.006111111111111111,-1.0
12,Colorado St,0,11,0.0,0.006111111111111111,-0.006111111111111111,-1.0
3,Iowa State,0,12,0.0,0.006666666666666667,-0.006666666666666667,-1.0
4,Texas A&M,0,13,0.0,0.007222222222222222,-0.007222222222222222,-1.0
12,UC San Diego,0,13,0.0,0.007222222222222222,-0.007222222222222222,-1.0
7,Saint Mary's,0,14,0.0,0.0077777777777777776,-0.0077777777777777776,-1.0
11,Drake,0,14,0.0,0.0077777777777777776,-0.0077777777777777776,-1.0
4,Arizona,0,14,0.0,0.0077777777777777776,-0.0077777777777777776,-1.0
6,Ole Miss,0,15,0.0,0.008333333333333333,-0.008333333333333333,-1.0
8,Louisville,0,15,0.0,0.008333333333333333,-0.008333333333333333,-1.0
11,VCU,0,15,0.0,0.008333333333333333,-0.008333333333333333,-1.0
3,Wisconsin,0,16,0.0,0.008888888888888889,-0.008888888888888889,-1.0
5,Clemson,0,17,0.0,0.009444444444444445,-0.009444444444444445,-1.0
5,Oregon,0,18,0.0,0.01,-0.01,-1.0
8,Gonzaga,0,19,0.0,0.010555555555555556,-0.010555555555555556,-1.0
3,Kentucky,0,21,0.0,0.011666666666666667,-0.011666666666666667,-1.0
6,BYU,0,24,0.0,0.013333333333333334,-0.013333333333333334,-1.0
3,Texas Tech,0,27,0.0,0.015,-0.015,-1.0
5,Michigan,0,31,0.0,0.017222222222222222,-0.017222222222222222,-1.0
16,Alabama St,0,33,0.0,0.018333333333333333,-0.018333333333333333,-1.0
2,Alabama,0,49,0.0,0.02722222222222222,-0.02722222222222222,-1.0
1,Auburn,1,75,0.005,0.041666666666666664,-0.03666666666666667,-0.88
2,Michigan St,0,67,0.0,0.03722222222222222,-0.03722222222222222,-1.0
1,Duke,13,191,0.065,0.10611111111111111,-0.04111111111111111,-0.387434554973822
2,Tennessee,0,87,0.0,0.04833333333333333,-0.04833333333333333,-1.0
2,St John's,3,238,0.015,0.1322222222222222,-0.11722222222222221,-0.8865546218487395
