round,upsets,winners_density,non_winners_density,advantage,relative_advantage
Sweet 16,5.0,0.035,0.165,-0.13,-0.7878787878787878
Sweet 16,6.0,0.005,0.10291666666666667,-0.09791666666666667,-0.951417004048583
Sweet 16,7.0,0.0,0.056875,-0.056875,-1.0
Sweet 16,8.0,0.0,0.016458333333333332,-0.016458333333333332,-1.0
Elite 8,0.0,0.235,0.049791666666666665,0.1852083333333333,3.7196652719665266
Elite 8,1.0,0.345,0.17166666666666666,0.1733333333333333,1.0097087378640777
Elite 8,2.0,0.265,0.29333333333333333,-0.02833333333333332,-0.09659090909090905
Elite 8,3.0,0.125,0.31333333333333335,-0.18833333333333335,-0.601063829787234
Elite 8,4.0,0.03,0.171875,-0.141875,-0.8254545454545454
Total Upsets,0.0,0.005,0.0010416666666666667,0.003958333333333334,3.8000000000000003
Total Upsets,1.0,0.0,0.001875,-0.001875,-1.0
Total Upsets,2.0,0.035,0.0035416666666666665,0.03145833333333334,8.882352941176473
Total Upsets,3.0,0.065,0.004375,0.060625,13.857142857142856
Total Upsets,4.0,0.055,0.005416666666666667,0.04958333333333333,9.153846153846153
Total Upsets,5.0,0.055,0.005,0.05,10.0
Total Upsets,6.0,0.04,0.006666666666666667,0.03333333333333333,5.0
Total Upsets,7.0,0.05,0.009166666666666667,0.04083333333333333,4.454545454545454
Total Upsets,8.0,0.055,0.006458333333333333,0.048541666666666664,7.516129032258064
Total Upsets,9.0,0.045,0.008125,0.036875,4.538461538461538
Total Upsets,10.0,0.065,0.011666666666666667,0.05333333333333334,4.571428571428571
Total Upsets,11.0,0.05,0.013125,0.036875000000000005,2.80952380952381
Total Upsets,12.0,0.055,0.017916666666666668,0.03708333333333333,2.069767441860465
Total Upsets,13.0,0.035,0.01875,0.016250000000000004,0.8666666666666669
Total Upsets,14.0,0.035,0.02125,0.013750000000000002,0.6470588235294118
Total Upsets,15.0,0.015,0.026041666666666668,-0.011041666666666668,-0.42400000000000004
Total Upsets,16.0,0.035,0.033541666666666664,0.0014583333333333393,0.0434782608695654
Total Upsets,17.0,0.03,0.03229166666666667,-0.002291666666666671,-0.070967741935484
Total Upsets,18.0,0.035,0.036041666666666666,-0.001041666666666663,-0.02890173410404614
Total Upsets,19.0,0.04,0.042916666666666665,-0.0029166666666666646,-0.06796116504854365
Total Upsets,20.0,0.03,0.043958333333333335,-0.013958333333333336,-0.31753554502369674
Total Upsets,21.0,0.04,0.043541666666666666,-0.003541666666666665,-0.08133971291866025
Total Upsets,22.0,0.03,0.044583333333333336,-0.014583333333333337,-0.3271028037383178
Total Upsets,23.0,0.04,0.042083333333333334,-0.002083333333333333,-0.04950495049504949
Total Upsets,24.0,0.015,0.045,-0.03,-0.6666666666666666
Total Upsets,25.0,0.015,0.043541666666666666,-0.028541666666666667,-0.6555023923444976
Total Upsets,26.0,0.02,0.045625,-0.025625,-0.5616438356164384
Total Upsets,27.0,0.0,0.04791666666666667,-0.04791666666666667,-1.0
Total Upsets,28.0,0.005,0.04625,-0.04125,-0.891891891891892
Total Upsets,29.0,0.0,0.037083333333333336,-0.037083333333333336,-1.0
Total Upsets,30.0,0.0,0.03833333333333333,-0.03833333333333333,-1.0
Total Upsets,31.0,0.005,0.031041666666666665,-0.026041666666666664,-0.8389261744966443
Total Upsets,32.0,0.0,0.025208333333333333,-0.025208333333333333,-1.0
Total Upsets,33.0,0.0,0.026875,-0.026875,-1.0
Total Upsets,34.0,0.0,0.02,-0.02,-1.0
Total Upsets,35.0,0.0,0.019166666666666665,-0.019166666666666665,-1.0
Total Upsets,36.0,0.0,0.019166666666666665,-0.019166666666666665,-1.0
Total Upsets,37.0,0.0,0.015208333333333334,-0.015208333333333334,-1.0
Total Upsets,38.0,0.0,0.010208333333333333,-0.010208333333333333,-1.0
Total Upsets,39.0,0.0,0.011666666666666667,-0.011666666666666667,-1.0
Total Upsets,40.0,0.0,0.0075,-0.0075,-1.0
Total Upsets,41.0,0.0,0.00875,-0.00875,-1.0
Total Upsets,42.0,0.0,0.006875,-0.006875,-1.0
Total Upsets,43.0,0.0,0.005833333333333334,-0.005833333333333334,-1.0
Total Upsets,44.0,0.0,0.0027083333333333334,-0.0027083333333333334,-1.0
Total Upsets,45.0,0.0,0.0020833333333333333,-0.0020833333333333333,-1.0
Total Upsets,46.0,0.0,0.0014583333333333334,-0.0014583333333333334,-1.0
Total Upsets,47.0,0.0,0.00125,-0.00125,-1.0
Total Upsets,48.0,0.0,0.0008333333333333334,-0.0008333333333333334,-1.0
Total Upsets,49.0,0.0,0.00020833333333333335,-0.00020833333333333335,-1.0
Total Upsets,50.0,0.0,0.0,0.0,inf
Total Upsets,51.0,0.0,0.000625,-0.000625,-1.0
Total Upsets,52.0,0.0,0.0,0.0,inf
Total Upsets,53.0,0.0,0.0,0.0,inf
Total Upsets,54.0,0.0,0.00020833333333333335,-0.00020833333333333335,-1.0
