round,seed,team,winning_count,non_winning_count,winning_freq,non_winning_freq,freq_diff,relative_advantage
First Round,16,UNC Greensboro,1,201,0.005,0.11166666666666666,-0.10666666666666666,-0.9552238805970149
First Round,15,Fair Dickinson,1,207,0.005,0.115,-0.11,-0.9565217391304347
First Round,15,Arkansas St,6,280,0.03,0.15555555555555556,-0.12555555555555556,-0.8071428571428572
First Round,16,William & Mary,0,230,0.0,0.12777777777777777,-0.12777777777777777,-1.0
First Round,14,SF Austin,1,245,0.005,0.1361111111111111,-0.1311111111111111,-0.963265306122449
First Round,15,Vermont,3,264,0.015,0.14666666666666667,-0.13166666666666665,-0.8977272727272726
First Round,16,Southern,0,239,0.0,0.13277777777777777,-0.13277777777777777,-1.0
First Round,16,Tennessee Tech,4,297,0.02,0.165,-0.14500000000000002,-0.8787878787878789
First Round,15,Lehigh,6,366,0.03,0.20333333333333334,-0.17333333333333334,-0.8524590163934427
First Round,14,Oregon St,20,515,0.1,0.2861111111111111,-0.1861111111111111,-0.6504854368932038
First Round,10,S Dakota St,5,386,0.025,0.21444444444444444,-0.18944444444444444,-0.883419689119171
First Round,14,San Diego St,11,487,0.055,0.27055555555555555,-0.21555555555555556,-0.7967145790554415
First Round,11,Columbia,27,685,0.135,0.38055555555555554,-0.24555555555555553,-0.6452554744525547
First Round,13,Grand Canyon,16,618,0.08,0.3433333333333333,-0.2633333333333333,-0.7669902912621359
First Round,13,Montana St,11,582,0.055,0.3233333333333333,-0.2683333333333333,-0.8298969072164949
First Round,9,Georgia Tech,13,600,0.065,0.3333333333333333,-0.2683333333333333,-0.8049999999999999
First Round,9,Mississippi St,13,612,0.065,0.34,-0.275,-0.8088235294117647
First Round,12,Fairfield,25,752,0.125,0.4177777777777778,-0.2927777777777778,-0.7007978723404256
First Round,11,Murray St,16,677,0.08,0.3761111111111111,-0.2961111111111111,-0.7872968980797637
First Round,10,Nebraska,17,687,0.085,0.38166666666666665,-0.29666666666666663,-0.7772925764192139
First Round,10,Harvard,17,704,0.085,0.39111111111111113,-0.3061111111111111,-0.7826704545454545
First Round,13,Liberty,19,727,0.095,0.4038888888888889,-0.3088888888888889,-0.764786795048143
First Round,11,George Mason,26,801,0.13,0.445,-0.315,-0.7078651685393258
First Round,10,Oregon,16,722,0.08,0.4011111111111111,-0.32111111111111107,-0.8005540166204985
First Round,12,Ball State,19,753,0.095,0.41833333333333333,-0.32333333333333336,-0.7729083665338646
First Round,14,FGCU,11,687,0.055,0.38166666666666665,-0.32666666666666666,-0.8558951965065502
First Round,13,Norfolk St,8,664,0.04,0.3688888888888889,-0.3288888888888889,-0.8915662650602411
First Round,11,Iowa State,18,769,0.09,0.4272222222222222,-0.3372222222222222,-0.789336801040312
First Round,12,Green Bay,25,843,0.125,0.4683333333333333,-0.3433333333333333,-0.7330960854092526
First Round,12,South Florida,16,789,0.08,0.43833333333333335,-0.35833333333333334,-0.8174904942965779
First Round,9,Indiana,19,823,0.095,0.4572222222222222,-0.3622222222222222,-0.7922235722964763
First Round,9,Creighton,24,1062,0.12,0.59,-0.47,-0.7966101694915254
Second Round,15,Fair Dickinson,0,60,0.0,0.03333333333333333,-0.03333333333333333,-1.0
Second Round,16,William & Mary,0,64,0.0,0.035555555555555556,-0.035555555555555556,-1.0
Second Round,14,SF Austin,0,65,0.0,0.03611111111111111,-0.03611111111111111,-1.0
Second Round,16,UNC Greensboro,0,66,0.0,0.03666666666666667,-0.03666666666666667,-1.0
Second Round,16,Southern,0,89,0.0,0.049444444444444444,-0.049444444444444444,-1.0
Second Round,15,Arkansas St,0,101,0.0,0.05611111111111111,-0.05611111111111111,-1.0
Second Round,10,S Dakota St,0,104,0.0,0.057777777777777775,-0.057777777777777775,-1.0
Second Round,15,Vermont,0,107,0.0,0.059444444444444446,-0.059444444444444446,-1.0
Second Round,8,Utah,9,200,0.045,0.1111111111111111,-0.0661111111111111,-0.595
Second Round,16,Tennessee Tech,0,130,0.0,0.07222222222222222,-0.07222222222222222,-1.0
Second Round,8,Illinois,7,194,0.035,0.10777777777777778,-0.07277777777777777,-0.6752577319587628
Second Round,5,Kansas St,40,491,0.2,0.2727777777777778,-0.07277777777777777,-0.2668024439918533
Second Round,9,Mississippi St,1,142,0.005,0.07888888888888888,-0.07388888888888888,-0.9366197183098591
Second Round,9,Georgia Tech,0,144,0.0,0.08,-0.08,-1.0
Second Round,15,Lehigh,1,156,0.005,0.08666666666666667,-0.08166666666666667,-0.9423076923076923
Second Round,14,Oregon St,1,176,0.005,0.09777777777777778,-0.09277777777777778,-0.9488636363636364
Second Round,7,Michigan St,16,313,0.08,0.1738888888888889,-0.0938888888888889,-0.5399361022364217
Second Round,10,Harvard,0,183,0.0,0.10166666666666667,-0.10166666666666667,-1.0
Second Round,6,Florida St,22,384,0.11,0.21333333333333335,-0.10333333333333335,-0.48437500000000006
Second Round,14,San Diego St,1,198,0.005,0.11,-0.105,-0.9545454545454545
Second Round,5,Ole Miss,25,421,0.125,0.2338888888888889,-0.1088888888888889,-0.4655581947743468
Second Round,7,Vanderbilt,13,319,0.065,0.17722222222222223,-0.11222222222222222,-0.6332288401253918
Second Round,5,Tennessee,20,386,0.1,0.21444444444444444,-0.11444444444444443,-0.533678756476684
Second Round,6,Iowa,28,460,0.14,0.25555555555555554,-0.11555555555555552,-0.45217391304347815
Second Round,7,Louisville,16,355,0.08,0.19722222222222222,-0.11722222222222221,-0.5943661971830986
Second Round,6,West Virginia,37,545,0.185,0.30277777777777776,-0.11777777777777776,-0.38899082568807336
Second Round,10,Nebraska,1,225,0.005,0.125,-0.12,-0.96
Second Round,10,Oregon,1,226,0.005,0.12555555555555556,-0.12055555555555555,-0.9601769911504424
Second Round,11,Murray St,2,239,0.01,0.13277777777777777,-0.12277777777777778,-0.9246861924686193
Second Round,9,Indiana,0,226,0.0,0.12555555555555556,-0.12555555555555556,-1.0
Second Round,12,Ball State,4,282,0.02,0.15666666666666668,-0.1366666666666667,-0.8723404255319149
Second Round,8,California,7,320,0.035,0.17777777777777778,-0.14277777777777778,-0.803125
Second Round,8,Richmond,6,313,0.03,0.1738888888888889,-0.1438888888888889,-0.8274760383386581
Second Round,6,Michigan,14,386,0.07,0.21444444444444444,-0.14444444444444443,-0.6735751295336787
Second Round,5,Alabama,19,436,0.095,0.24222222222222223,-0.14722222222222223,-0.6077981651376146
Second Round,12,South Florida,2,294,0.01,0.16333333333333333,-0.15333333333333332,-0.9387755102040816
Second Round,13,Montana St,0,279,0.0,0.155,-0.155,-1.0
Second Round,11,Columbia,3,315,0.015,0.175,-0.15999999999999998,-0.9142857142857143
Second Round,11,Iowa State,2,306,0.01,0.17,-0.16,-0.9411764705882353
Second Round,13,Grand Canyon,0,301,0.0,0.16722222222222222,-0.16722222222222222,-1.0
Second Round,13,Norfolk St,1,310,0.005,0.17222222222222222,-0.16722222222222222,-0.9709677419354839
Second Round,12,Fairfield,4,346,0.02,0.1922222222222222,-0.17222222222222222,-0.8959537572254336
Second Round,13,Liberty,0,326,0.0,0.1811111111111111,-0.1811111111111111,-1.0
Second Round,12,Green Bay,3,355,0.015,0.19722222222222222,-0.18222222222222223,-0.9239436619718311
Second Round,9,Creighton,1,337,0.005,0.18722222222222223,-0.18222222222222223,-0.973293768545994
Second Round,11,George Mason,3,355,0.015,0.19722222222222222,-0.18222222222222223,-0.9239436619718311
Second Round,14,FGCU,0,332,0.0,0.18444444444444444,-0.18444444444444444,-1.0
Second Round,7,Oklahoma St,14,492,0.07,0.2733333333333333,-0.2033333333333333,-0.7439024390243902
Sweet 16,15,Fair Dickinson,0,16,0.0,0.008888888888888889,-0.008888888888888889,-1.0
Sweet 16,14,SF Austin,0,21,0.0,0.011666666666666667,-0.011666666666666667,-1.0
Sweet 16,16,UNC Greensboro,0,25,0.0,0.013888888888888888,-0.013888888888888888,-1.0
Sweet 16,16,William & Mary,0,31,0.0,0.017222222222222222,-0.017222222222222222,-1.0
Sweet 16,15,Arkansas St,0,34,0.0,0.01888888888888889,-0.01888888888888889,-1.0
Sweet 16,10,S Dakota St,0,34,0.0,0.01888888888888889,-0.01888888888888889,-1.0
Sweet 16,16,Southern,0,34,0.0,0.01888888888888889,-0.01888888888888889,-1.0
Sweet 16,15,Vermont,0,40,0.0,0.022222222222222223,-0.022222222222222223,-1.0
Sweet 16,16,Tennessee Tech,0,47,0.0,0.026111111111111113,-0.026111111111111113,-1.0
Sweet 16,9,Mississippi St,0,50,0.0,0.027777777777777776,-0.027777777777777776,-1.0
Sweet 16,14,San Diego St,0,53,0.0,0.029444444444444443,-0.029444444444444443,-1.0
Sweet 16,8,Utah,3,80,0.015,0.044444444444444446,-0.029444444444444447,-0.6625
Sweet 16,9,Georgia Tech,0,56,0.0,0.03111111111111111,-0.03111111111111111,-1.0
Sweet 16,15,Lehigh,0,58,0.0,0.03222222222222222,-0.03222222222222222,-1.0
Sweet 16,10,Oregon,0,68,0.0,0.03777777777777778,-0.03777777777777778,-1.0
Sweet 16,8,Illinois,1,81,0.005,0.045,-0.04,-0.888888888888889
Sweet 16,14,Oregon St,0,73,0.0,0.04055555555555555,-0.04055555555555555,-1.0
Sweet 16,11,Murray St,0,74,0.0,0.04111111111111111,-0.04111111111111111,-1.0
Sweet 16,13,Montana St,0,78,0.0,0.043333333333333335,-0.043333333333333335,-1.0
Sweet 16,12,South Florida,0,80,0.0,0.044444444444444446,-0.044444444444444446,-1.0
Sweet 16,10,Harvard,0,86,0.0,0.04777777777777778,-0.04777777777777778,-1.0
Sweet 16,10,Nebraska,0,88,0.0,0.04888888888888889,-0.04888888888888889,-1.0
Sweet 16,12,Green Bay,1,99,0.005,0.055,-0.05,-0.9090909090909092
Sweet 16,12,Fairfield,0,94,0.0,0.052222222222222225,-0.052222222222222225,-1.0
Sweet 16,9,Indiana,0,95,0.0,0.05277777777777778,-0.05277777777777778,-1.0
Sweet 16,13,Grand Canyon,0,96,0.0,0.05333333333333334,-0.05333333333333334,-1.0
Sweet 16,3,LSU,25,323,0.125,0.17944444444444443,-0.054444444444444434,-0.3034055727554179
Sweet 16,5,Ole Miss,3,127,0.015,0.07055555555555555,-0.05555555555555555,-0.7874015748031497
Sweet 16,4,Maryland,13,218,0.065,0.12111111111111111,-0.05611111111111111,-0.463302752293578
Sweet 16,12,Ball State,0,102,0.0,0.056666666666666664,-0.056666666666666664,-1.0
Sweet 16,5,Tennessee,1,111,0.005,0.06166666666666667,-0.05666666666666667,-0.918918918918919
Sweet 16,4,Kentucky,10,193,0.05,0.10722222222222222,-0.057222222222222216,-0.533678756476684
Sweet 16,11,George Mason,1,114,0.005,0.06333333333333334,-0.05833333333333334,-0.9210526315789475
Sweet 16,13,Liberty,0,108,0.0,0.06,-0.06,-1.0
Sweet 16,11,Iowa State,0,111,0.0,0.06166666666666667,-0.06166666666666667,-1.0
Sweet 16,13,Norfolk St,0,113,0.0,0.06277777777777778,-0.06277777777777778,-1.0
Sweet 16,7,Vanderbilt,1,126,0.005,0.07,-0.065,-0.9285714285714285
Sweet 16,14,FGCU,0,119,0.0,0.0661111111111111,-0.0661111111111111,-1.0
Sweet 16,6,Iowa,3,155,0.015,0.08611111111111111,-0.07111111111111111,-0.8258064516129032
Sweet 16,6,Florida St,0,132,0.0,0.07333333333333333,-0.07333333333333333,-1.0
Sweet 16,11,Columbia,0,132,0.0,0.07333333333333333,-0.07333333333333333,-1.0
Sweet 16,7,Louisville,1,143,0.005,0.07944444444444444,-0.07444444444444444,-0.937062937062937
Sweet 16,5,Alabama,2,156,0.01,0.08666666666666667,-0.07666666666666667,-0.8846153846153847
Sweet 16,8,Richmond,0,145,0.0,0.08055555555555556,-0.08055555555555556,-1.0
Sweet 16,6,Michigan,1,159,0.005,0.08833333333333333,-0.08333333333333333,-0.9433962264150942
Sweet 16,8,California,1,159,0.005,0.08833333333333333,-0.08333333333333333,-0.9433962264150942
Sweet 16,7,Michigan St,0,155,0.0,0.08611111111111111,-0.08611111111111111,-1.0
Sweet 16,3,Oklahoma,18,318,0.09,0.17666666666666667,-0.08666666666666667,-0.49056603773584906
Sweet 16,4,Ohio State,15,292,0.075,0.1622222222222222,-0.08722222222222221,-0.5376712328767124
Sweet 16,5,Kansas St,1,169,0.005,0.09388888888888888,-0.08888888888888888,-0.9467455621301775
Sweet 16,4,Baylor,14,292,0.07,0.1622222222222222,-0.0922222222222222,-0.5684931506849314
Sweet 16,3,North Carolina,21,355,0.105,0.19722222222222222,-0.09222222222222222,-0.4676056338028169
Sweet 16,9,Creighton,0,187,0.0,0.10388888888888889,-0.10388888888888889,-1.0
Sweet 16,6,West Virginia,7,256,0.035,0.14222222222222222,-0.10722222222222222,-0.75390625
Sweet 16,7,Oklahoma St,4,247,0.02,0.13722222222222222,-0.11722222222222221,-0.854251012145749
Sweet 16,3,Notre Dame,29,486,0.145,0.27,-0.12500000000000003,-0.462962962962963
Elite 8,15,Fair Dickinson,0,6,0.0,0.0033333333333333335,-0.0033333333333333335,-1.0
Elite 8,16,UNC Greensboro,0,8,0.0,0.0044444444444444444,-0.0044444444444444444,-1.0
Elite 8,14,SF Austin,0,10,0.0,0.005555555555555556,-0.005555555555555556,-1.0
Elite 8,10,S Dakota St,0,11,0.0,0.006111111111111111,-0.006111111111111111,-1.0
Elite 8,15,Lehigh,0,13,0.0,0.007222222222222222,-0.007222222222222222,-1.0
Elite 8,16,William & Mary,0,15,0.0,0.008333333333333333,-0.008333333333333333,-1.0
Elite 8,16,Tennessee Tech,0,16,0.0,0.008888888888888889,-0.008888888888888889,-1.0
Elite 8,15,Vermont,0,16,0.0,0.008888888888888889,-0.008888888888888889,-1.0
Elite 8,16,Southern,0,16,0.0,0.008888888888888889,-0.008888888888888889,-1.0
Elite 8,15,Arkansas St,0,17,0.0,0.009444444444444445,-0.009444444444444445,-1.0
Elite 8,9,Mississippi St,0,20,0.0,0.011111111111111112,-0.011111111111111112,-1.0
Elite 8,14,San Diego St,0,20,0.0,0.011111111111111112,-0.011111111111111112,-1.0
Elite 8,14,Oregon St,0,22,0.0,0.012222222222222223,-0.012222222222222223,-1.0
Elite 8,10,Oregon,0,23,0.0,0.012777777777777779,-0.012777777777777779,-1.0
Elite 8,8,Illinois,0,24,0.0,0.013333333333333334,-0.013333333333333334,-1.0
Elite 8,9,Georgia Tech,0,24,0.0,0.013333333333333334,-0.013333333333333334,-1.0
Elite 8,11,George Mason,0,29,0.0,0.01611111111111111,-0.01611111111111111,-1.0
Elite 8,10,Nebraska,0,30,0.0,0.016666666666666666,-0.016666666666666666,-1.0
Elite 8,12,South Florida,0,32,0.0,0.017777777777777778,-0.017777777777777778,-1.0
Elite 8,13,Montana St,0,34,0.0,0.01888888888888889,-0.01888888888888889,-1.0
Elite 8,11,Murray St,0,34,0.0,0.01888888888888889,-0.01888888888888889,-1.0
Elite 8,8,Utah,0,35,0.0,0.019444444444444445,-0.019444444444444445,-1.0
Elite 8,12,Ball State,0,35,0.0,0.019444444444444445,-0.019444444444444445,-1.0
Elite 8,13,Grand Canyon,0,35,0.0,0.019444444444444445,-0.019444444444444445,-1.0
Elite 8,12,Fairfield,0,36,0.0,0.02,-0.02,-1.0
Elite 8,13,Liberty,0,37,0.0,0.020555555555555556,-0.020555555555555556,-1.0
Elite 8,5,Tennessee,0,37,0.0,0.020555555555555556,-0.020555555555555556,-1.0
Elite 8,6,Florida St,0,40,0.0,0.022222222222222223,-0.022222222222222223,-1.0
Elite 8,5,Ole Miss,0,40,0.0,0.022222222222222223,-0.022222222222222223,-1.0
Elite 8,10,Harvard,0,42,0.0,0.023333333333333334,-0.023333333333333334,-1.0
Elite 8,9,Indiana,0,47,0.0,0.026111111111111113,-0.026111111111111113,-1.0
