round,seed,team,winning_count,non_winning_count,winning_freq,non_winning_freq,freq_diff,relative_advantage
Second Round,12,Green Bay,42,3862,0.21,0.19505050505050506,0.014949494949494935,0.07664422578974617
Second Round,6,West Virginia,61,5982,0.305,0.3021212121212121,0.0028787878787878696,0.009528585757271784
Second Round,5,Alabama,45,4480,0.225,0.22626262626262628,-0.0012626262626262708,-0.0055803571428571785
Second Round,7,Oklahoma St,49,4929,0.245,0.24893939393939393,-0.003939393939393937,-0.0158247108947048
Second Round,9,Georgia Tech,12,1283,0.06,0.0647979797979798,-0.004797979797979801,-0.07404520654715516
Second Round,7,Vanderbilt,34,3571,0.17,0.18035353535353535,-0.010353535353535337,-0.057406888826659105
Second Round,14,SF Austin,2,409,0.01,0.020656565656565658,-0.010656565656565658,-0.5158924205378973
Second Round,15,Arkansas St,5,726,0.025,0.03666666666666667,-0.011666666666666665,-0.3181818181818181
Second Round,7,Michigan St,29,3145,0.145,0.15883838383838383,-0.013838383838383844,-0.08712241653418128
Second Round,9,Mississippi St,11,1369,0.055,0.06914141414141414,-0.014141414141414142,-0.20452885317750183
Second Round,9,Indiana,18,2062,0.09,0.10414141414141415,-0.01414141414141415,-0.1357904946653735
Second Round,10,Harvard,17,1966,0.085,0.0992929292929293,-0.014292929292929288,-0.14394710071210576
Second Round,5,Tennessee,42,4503,0.21,0.22742424242424242,-0.017424242424242425,-0.07661558960692873
Second Round,16,UNC Greensboro,0,356,0.0,0.01797979797979798,-0.01797979797979798,-1.0
Second Round,12,Ball State,26,2935,0.13,0.14823232323232324,-0.01823232323232324,-0.12299829642248726
Second Round,16,Tennessee Tech,6,973,0.03,0.04914141414141414,-0.01914141414141414,-0.3895169578622816
Second Round,10,Nebraska,17,2072,0.085,0.10464646464646464,-0.019646464646464634,-0.18774131274131264
Second Round,15,Fair Dickinson,0,401,0.0,0.02025252525252525,-0.02025252525252525,-1.0
Second Round,5,Ole Miss,42,4566,0.21,0.2306060606060606,-0.0206060606060606,-0.0893561103810775
Second Round,11,Murray St,19,2292,0.095,0.11575757575757575,-0.020757575757575752,-0.17931937172774864
Second Round,13,Grand Canyon,27,3084,0.135,0.15575757575757576,-0.020757575757575752,-0.13326848249027234
Second Round,10,S Dakota St,6,1015,0.03,0.05126262626262626,-0.02126262626262626,-0.4147783251231527
Second Round,16,Southern,2,632,0.01,0.03191919191919192,-0.021919191919191915,-0.6867088607594936
Second Round,16,William & Mary,0,458,0.0,0.02313131313131313,-0.02313131313131313,-1.0
Second Round,12,South Florida,27,3143,0.135,0.15873737373737373,-0.023737373737373724,-0.14953865733375749
Second Round,15,Vermont,2,731,0.01,0.03691919191919192,-0.02691919191919192,-0.7291381668946648
Second Round,9,Creighton,32,3736,0.16,0.18868686868686868,-0.028686868686868677,-0.15203426124196998
Second Round,13,Montana St,22,2749,0.11,0.13883838383838384,-0.028838383838383844,-0.2077118952346308
Second Round,6,Florida St,41,4650,0.205,0.23484848484848486,-0.029848484848484874,-0.12709677419354848
Second Round,10,Oregon,14,1983,0.07,0.10015151515151516,-0.03015151515151515,-0.3010590015128593
Second Round,15,Lehigh,8,1446,0.04,0.07303030303030303,-0.03303030303030303,-0.45228215767634855
Second Round,14,San Diego St,10,1661,0.05,0.08388888888888889,-0.033888888888888885,-0.4039735099337748
Second Round,8,Illinois,10,1681,0.05,0.0848989898989899,-0.0348989898989899,-0.41106484235574065
Second Round,8,Richmond,27,3366,0.135,0.17,-0.035,-0.2058823529411765
Second Round,14,FGCU,27,3388,0.135,0.1711111111111111,-0.036111111111111094,-0.21103896103896094
Second Round,6,Iowa,46,5378,0.23,0.2716161616161616,-0.04161616161616158,-0.15321680922275926
Second Round,13,Norfolk St,23,3109,0.115,0.15702020202020203,-0.04202020202020203,-0.26761016403988425
Second Round,8,Utah,14,2219,0.07,0.11207070707070707,-0.042070707070707064,-0.37539432176656146
Second Round,8,California,22,3178,0.11,0.1605050505050505,-0.05050505050505051,-0.31466331025802396
Second Round,11,George Mason,24,3443,0.12,0.1738888888888889,-0.0538888888888889,-0.30990415335463267
Second Round,14,Oregon St,5,1627,0.025,0.08217171717171717,-0.05717171717171717,-0.6957590657652121
Second Round,12,Fairfield,25,3740,0.125,0.18888888888888888,-0.06388888888888888,-0.338235294117647
Second Round,11,Iowa State,18,3054,0.09,0.15424242424242424,-0.06424242424242424,-0.4165029469548134
Sweet 16,4,Ohio State,40,3015,0.2,0.15227272727272728,0.04772727272727273,0.31343283582089554
Sweet 16,3,North Carolina,48,3964,0.24,0.20020202020202021,0.03979797979797978,0.19878910191725518
Sweet 16,7,Oklahoma St,34,2592,0.17,0.13090909090909092,0.03909090909090909,0.2986111111111111
Sweet 16,3,Notre Dame,63,5583,0.315,0.281969696969697,0.03303030303030302,0.11714132186996234
Sweet 16,4,Baylor,39,3218,0.195,0.16252525252525252,0.03247474747474749,0.19981354878806723
Sweet 16,6,Michigan,19,1581,0.095,0.07984848484848485,0.015151515151515152,0.18975332068311196
Sweet 16,13,Liberty,11,879,0.055,0.044393939393939395,0.010606060606060605,0.2389078498293515
Sweet 16,10,Harvard,10,889,0.05,0.0448989898989899,0.005101010101010106,0.11361079865016885
Sweet 16,4,Kentucky,22,2101,0.11,0.10611111111111111,0.003888888888888886,0.03664921465968584
Sweet 16,15,Arkansas St,3,227,0.015,0.011464646464646464,0.0035353535353535356,0.3083700440528635
Sweet 16,7,Michigan St,15,1473,0.075,0.07439393939393939,0.00060606060606061,0.008146639511201682
Sweet 16,14,SF Austin,1,110,0.005,0.005555555555555556,-0.0005555555555555557,-0.10000000000000002
Sweet 16,13,Montana St,6,670,0.03,0.03383838383838384,-0.0038383838383838423,-0.11343283582089563
Sweet 16,12,Fairfield,10,1070,0.05,0.05404040404040404,-0.004040404040404039,-0.07476635514018688
Sweet 16,16,Southern,1,185,0.005,0.009343434343434343,-0.004343434343434343,-0.46486486486486484
Sweet 16,15,Fair Dickinson,0,90,0.0,0.004545454545454545,-0.004545454545454545,-1.0
Sweet 16,16,UNC Greensboro,0,97,0.0,0.004898989898989899,-0.004898989898989899,-1.0
Sweet 16,14,Oregon St,4,496,0.02,0.025050505050505052,-0.005050505050505052,-0.2016129032258065
Sweet 16,9,Georgia Tech,3,404,0.015,0.020404040404040404,-0.005404040404040404,-0.26485148514851486
Sweet 16,12,Green Bay,10,1107,0.05,0.05590909090909091,-0.0059090909090909055,-0.10569105691056904
Sweet 16,11,Columbia,10,1121,0.05,0.05661616161616161,-0.00661616161616161,-0.11685994647636029
Sweet 16,16,William & Mary,0,138,0.0,0.0069696969696969695,-0.0069696969696969695,-1.0
Sweet 16,15,Vermont,1,265,0.005,0.013383838383838383,-0.008383838383838382,-0.6264150943396225
Sweet 16,5,Tennessee,10,1167,0.05,0.05893939393939394,-0.008939393939393935,-0.15167095115681226
Sweet 16,3,Oklahoma,29,3067,0.145,0.1548989898989899,-0.009898989898989907,-0.06390609716335187
Sweet 16,5,Alabama,10,1206,0.05,0.060909090909090906,-0.010909090909090903,-0.1791044776119402
Sweet 16,12,Ball State,6,810,0.03,0.04090909090909091,-0.01090909090909091,-0.26666666666666666
Sweet 16,10,Nebraska,5,726,0.025,0.03666666666666667,-0.011666666666666665,-0.3181818181818181
Sweet 16,6,West Virginia,25,2711,0.125,0.1369191919191919,-0.011919191919191913,-0.08705274806344518
Sweet 16,14,San Diego St,2,436,0.01,0.02202020202020202,-0.01202020202020202,-0.5458715596330275
Sweet 16,10,S Dakota St,1,350,0.005,0.017676767676767676,-0.012676767676767675,-0.7171428571428571
Sweet 16,13,Grand Canyon,7,949,0.035,0.04792929292929293,-0.01292929292929293,-0.2697576396206533
Sweet 16,16,Tennessee Tech,1,358,0.005,0.01808080808080808,-0.013080808080808078,-0.7234636871508379
Sweet 16,14,FGCU,8,1088,0.04,0.05494949494949495,-0.014949494949494949,-0.27205882352941174
Sweet 16,3,LSU,32,3475,0.16,0.1755050505050505,-0.015505050505050494,-0.08834532374100713
Sweet 16,9,Indiana,6,902,0.03,0.04555555555555556,-0.015555555555555559,-0.34146341463414637
Sweet 16,7,Vanderbilt,10,1312,0.05,0.06626262626262626,-0.016262626262626256,-0.2454268292682926
Sweet 16,8,Utah,6,939,0.03,0.047424242424242424,-0.017424242424242425,-0.36741214057507987
Sweet 16,9,Mississippi St,2,556,0.01,0.02808080808080808,-0.01808080808080808,-0.6438848920863308
Sweet 16,15,Lehigh,1,458,0.005,0.02313131313131313,-0.01813131313131313,-0.7838427947598253
Sweet 16,8,Richmond,11,1496,0.055,0.07555555555555556,-0.020555555555555556,-0.27205882352941174
Sweet 16,9,Creighton,17,2156,0.085,0.10888888888888888,-0.023888888888888876,-0.2193877551020407
Sweet 16,10,Oregon,2,679,0.01,0.03429292929292929,-0.02429292929292929,-0.7083946980854197
Sweet 16,7,Louisville,10,1479,0.05,0.07469696969696969,-0.02469696969696969,-0.33062880324543603
Sweet 16,11,Murray St,1,591,0.005,0.02984848484848485,-0.02484848484848485,-0.83248730964467
Sweet 16,8,California,10,1532,0.05,0.07737373737373737,-0.02737373737373737,-0.35378590078328975
Sweet 16,4,Maryland,20,2531,0.1,0.12782828282828282,-0.027828282828282813,-0.21770051363097578
Sweet 16,8,Illinois,1,656,0.005,0.03313131313131313,-0.02813131313131313,-0.8490853658536585
Sweet 16,12,South Florida,3,861,0.015,0.04348484848484849,-0.028484848484848488,-0.6550522648083624
Sweet 16,11,Iowa State,5,1127,0.025,0.05691919191919192,-0.03191919191919192,-0.5607808340727595
Sweet 16,11,George Mason,4,1036,0.02,0.05232323232323232,-0.03232323232323232,-0.6177606177606177
Sweet 16,6,Florida St,7,1339,0.035,0.06762626262626263,-0.03262626262626263,-0.48244958924570575
Sweet 16,5,Ole Miss,7,1347,0.035,0.06803030303030302,-0.03303030303030302,-0.4855233853006681
Sweet 16,5,Kansas St,9,1611,0.045,0.08136363636363636,-0.03636363636363636,-0.44692737430167595
Sweet 16,13,Norfolk St,1,872,0.005,0.04404040404040404,-0.03904040404040404,-0.886467889908257
Sweet 16,6,Iowa,9,1688,0.045,0.08525252525252525,-0.04025252525252525,-0.4721563981042654
Elite 8,3,Notre Dame,36,2562,0.18,0.1293939393939394,0.0506060606060606,0.39110070257611235
Elite 8,2,UConn,62,5552,0.31,0.2804040404040404,0.02959595959595962,0.10554755043227675
Elite 8,7,Oklahoma St,16,1077,0.08,0.0543939393939394,0.025606060606060604,0.4707520891364902
Elite 8,4,Ohio State,18,1275,0.09,0.06439393939393939,0.025606060606060604,0.3976470588235294
Elite 8,3,LSU,18,1407,0.09,0.07106060606060606,0.018939393939393936,0.2665245202558635
Elite 8,2,Duke,43,4005,0.215,0.20227272727272727,0.012727272727272726,0.06292134831460673
Elite 8,2,NC State,61,5839,0.305,0.2948989898989899,0.01010101010101011,0.03425244048638469
Elite 8,3,Oklahoma,15,1288,0.075,0.06505050505050505,0.009949494949494944,0.15295031055900613
Elite 8,5,Ole Miss,6,448,0.03,0.022626262626262626,0.007373737373737373,0.3258928571428571
Elite 8,13,Montana St,3,220,0.015,0.011111111111111112,0.003888888888888888,0.3499999999999999
Elite 8,8,Utah,4,326,0.02,0.016464646464646463,0.0035353535353535373,0.21472392638036825
Elite 8,13,Grand Canyon,4,336,0.02,0.01696969696969697,0.003030303030303029,0.17857142857142846
Elite 8,16,Southern,1,57,0.005,0.0028787878787878787,0.0021212121212121214,0.736842105263158
Elite 8,14,Oregon St,2,163,0.01,0.008232323232323232,0.0017676767676767687,0.21472392638036825
Elite 8,15,Arkansas St,1,76,0.005,0.0038383838383838384,0.0011616161616161617,0.3026315789473685
Elite 8,8,Richmond,5,500,0.025,0.025252525252525252,-0.0002525252525252507,-0.009999999999999927
Elite 8,7,Vanderbilt,4,409,0.02,0.020656565656565658,-0.0006565656565656573,-0.031784841075794656
Elite 8,10,Harvard,3,312,0.015,0.01575757575757576,-0.000757575757575759,-0.04807692307692316
Elite 8,16,UNC Greensboro,0,24,0.0,0.0012121212121212121,-0.0012121212121212121,-1.0
Elite 8,15,Fair Dickinson,0,26,0.0,0.0013131313131313131,-0.0013131313131313131,-1.0
Elite 8,14,San Diego St,1,127,0.005,0.006414141414141414,-0.0014141414141414137,-0.22047244094488183
Elite 8,14,SF Austin,0,33,0.0,0.0016666666666666668,-0.0016666666666666668,-1.0
Elite 8,16,William & Mary,0,40,0.0,0.00202020202020202,-0.00202020202020202,-1.0
Elite 8,10,Nebraska,2,249,0.01,0.012575757575757575,-0.002575757575757575,-0.20481927710843367
Elite 8,2,TCU,42,4211,0.21,0.2126767676767677,-0.002676767676767694,-0.012586084065542708
Elite 8,5,Alabama,4,455,0.02,0.02297979797979798,-0.002979797979797978,-0.1296703296703296
Elite 8,6,Michigan,5,571,0.025,0.028838383838383837,-0.0038383838383838353,-0.13309982486865138
Elite 8,15,Vermont,0,76,0.0,0.0038383838383838384,-0.0038383838383838384,-1.0
Elite 8,13,Liberty,2,274,0.01,0.013838383838383839,-0.003838383838383839,-0.2773722627737226
Elite 8,11,Murray St,1,181,0.005,0.009141414141414141,-0.004141414141414141,-0.4530386740331492
Elite 8,12,Green Bay,3,411,0.015,0.020757575757575756,-0.0057575757575757565,-0.2773722627737226
Elite 8,16,Tennessee Tech,0,114,0.0,0.005757575757575757,-0.005757575757575757,-1.0
Elite 8,10,S Dakota St,0,125,0.0,0.006313131313131313,-0.006313131313131313,-1.0
Elite 8,9,Georgia Tech,0,127,0.0,0.006414141414141414,-0.006414141414141414,-1.0
Elite 8,15,Lehigh,0,128,0.0,0.006464646464646465,-0.006464646464646465,-1.0
Elite 8,6,Florida St,3,430,0.015,0.021717171717171718,-0.006717171717171719,-0.3093023255813954
Elite 8,12,Ball State,1,252,0.005,0.012727272727272728,-0.007727272727272728,-0.6071428571428571
Elite 8,7,Michigan St,4,550,0.02,0.027777777777777776,-0.007777777777777776,-0.27999999999999997
Elite 8,9,Indiana,2,358,0.01,0.01808080808080808,-0.008080808080808079,-0.4469273743016759
Elite 8,5,Kansas St,4,559,0.02,0.028232323232323234,-0.008232323232323233,-0.29159212880143115
Elite 8,11,Columbia,2,366,0.01,0.018484848484848486,-0.008484848484848486,-0.45901639344262296
Elite 8,5,Tennessee,2,368,0.01,0.018585858585858588,-0.008585858585858587,-0.4619565217391305
Elite 8,9,Mississippi St,0,174,0.0,0.008787878787878787,-0.008787878787878787,-1.0
Elite 8,8,Illinois,0,206,0.0,0.010404040404040403,-0.010404040404040403,-1.0
Elite 8,3,North Carolina,13,1494,0.065,0.07545454545454545,-0.010454545454545452,-0.13855421686746985
Elite 8,8,California,3,508,0.015,0.025656565656565655,-0.010656565656565656,-0.4153543307086614
Elite 8,10,Oregon,0,216,0.0,0.01090909090909091,-0.01090909090909091,-1.0
Elite 8,11,Iowa State,2,416,0.01,0.02101010101010101,-0.01101010101010101,-0.5240384615384616
Elite 8,4,Kentucky,5,713,0.025,0.03601010101010101,-0.011010101010101012,-0.30575035063113604
Elite 8,6,West Virginia,8,1011,0.04,0.05106060606060606,-0.011060606060606062,-0.2166172106824926
Elite 8,11,George Mason,1,363,0.005,0.018333333333333333,-0.013333333333333332,-0.7272727272727272
Elite 8,12,Fairfield,1,378,0.005,0.019090909090909092,-0.014090909090909091,-0.738095238095238
Elite 8,12,South Florida,0,298,0.0,0.01505050505050505,-0.01505050505050505,-1.0
Elite 8,13,Norfolk St,0,325,0.0,0.016414141414141416,-0.016414141414141416,-1.0
Elite 8,14,FGCU,1,429,0.005,0.021666666666666667,-0.016666666666666666,-0.7692307692307692
Elite 8,4,Maryland,7,1070,0.035,0.05404040404040404,-0.019040404040404038,-0.3523364485981308
Elite 8,4,Baylor,9,1282,0.045,0.06474747474747475,-0.01974747474747475,-0.3049921996879876
Elite 8,7,Louisville,1,503,0.005,0.025404040404040405,-0.020404040404040404,-0.8031809145129224
Elite 8,9,Creighton,5,1002,0.025,0.050606060606060606,-0.025606060606060604,-0.5059880239520957
Elite 8,6,Iowa,1,608,0.005,0.030707070707070707,-0.025707070707070706,-0.8371710526315789
Final Four,2,UConn,34,3089,0.17,0.15601010101010102,0.013989898989898997,0.08967303334412435
Final Four,3,LSU,8,554,0.04,0.02797979797979798,0.012020202020202021,0.42960288808664265
Final Four,2,NC State,37,3441,0.185,0.1737878787878788,0.011212121212121201,0.064516129032258
Final Four,7,Oklahoma St,6,443,0.03,0.022373737373737372,0.007626262626262627,0.3408577878103838
Final Four,16,Southern,1,15,0.005,0.0007575757575757576,0.004242424242424243,5.6000000000000005
Final Four,4,Baylor,6,518,0.03,0.02616161616161616,0.003838383838383839,0.14671814671814673
Final Four,14,Oregon St,1,51,0.005,0.002575757575757576,0.0024242424242424242,0.9411764705882353
Final Four,11,Murray St,1,60,0.005,0.0030303030303030303,0.00196969696969697,0.65
Final Four,3,Notre Dame,11,1072,0.055,0.05414141414141414,0.0008585858585858572,0.015858208955223854
Final Four,2,Duke,18,1768,0.09,0.0892929292929293,0.0007070707070706977,0.00791855203619899
Final Four,9,Creighton,4,388,0.02,0.019595959595959597,0.00040404040404040317,0.020618556701030882
Final Four,8,Utah,1,96,0.005,0.0048484848484848485,0.00015151515151515162,0.03125000000000002
Final Four,6,Michigan,2,202,0.01,0.010202020202020202,-0.00020202020202020159,-0.01980198019801976
Final Four,16,UNC Greensboro,0,4,0.0,0.00020202020202020202,-0.00020202020202020202,-1.0
Final Four,15,Fair Dickinson,0,7,0.0,0.00035353535353535354,-0.00035353535353535354,-1.0
Final Four,5,Tennessee,1,109,0.005,0.005505050505050505,-0.0005050505050505048,-0.09174311926605501
Final Four,10,Harvard,1,109,0.005,0.005505050505050505,-0.0005050505050505048,-0.09174311926605501
Final Four,14,SF Austin,0,10,0.0,0.000505050505050505,-0.000505050505050505,-1.0
Final Four,16,William & Mary,0,13,0.0,0.0006565656565656566,-0.0006565656565656566,-1.0
Final Four,12,Green Bay,1,113,0.005,0.005707070707070707,-0.0007070707070707073,-0.12389380530973454
Final Four,2,TCU,18,1797,0.09,0.09075757575757576,-0.0007575757575757625,-0.008347245409015078
Final Four,11,Columbia,1,124,0.005,0.006262626262626263,-0.001262626262626263,-0.2016129032258065
Final Four,15,Vermont,0,27,0.0,0.0013636363636363637,-0.0013636363636363637,-1.0
Final Four,15,Arkansas St,0,30,0.0,0.0015151515151515152,-0.0015151515151515152,-1.0
Final Four,5,Ole Miss,1,132,0.005,0.006666666666666667,-0.001666666666666667,-0.25000000000000006
Final Four,16,Tennessee Tech,0,34,0.0,0.0017171717171717172,-0.0017171717171717172,-1.0
Final Four,15,Lehigh,0,36,0.0,0.0018181818181818182,-0.0018181818181818182,-1.0
Final Four,4,Ohio State,4,434,0.02,0.021919191919191918,-0.0019191919191919177,-0.08755760368663588
Final Four,3,Oklahoma,5,533,0.025,0.02691919191919192,-0.0019191919191919177,-0.07129455909943709
Final Four,10,S Dakota St,0,40,0.0,0.00202020202020202,-0.00202020202020202,-1.0
Final Four,14,San Diego St,0,40,0.0,0.00202020202020202,-0.00202020202020202,-1.0
Final Four,6,Florida St,1,141,0.005,0.007121212121212121,-0.002121212121212121,-0.2978723404255319
Final Four,9,Georgia Tech,0,43,0.0,0.002171717171717172,-0.002171717171717172,-1.0
Final Four,5,Alabama,1,149,0.005,0.007525252525252525,-0.002525252525252525,-0.3355704697986577
Final Four,9,Mississippi St,0,52,0.0,0.0026262626262626263,-0.0026262626262626263,-1.0
Final Four,8,Richmond,1,162,0.005,0.008181818181818182,-0.0031818181818181824,-0.38888888888888895
Final Four,8,Illinois,0,64,0.0,0.0032323232323232323,-0.0032323232323232323,-1.0
Final Four,13,Montana St,0,68,0.0,0.0034343434343434343,-0.0034343434343434343,-1.0
Final Four,10,Oregon,0,70,0.0,0.0035353535353535356,-0.0035353535353535356,-1.0
Final Four,10,Nebraska,0,84,0.0,0.004242424242424243,-0.004242424242424243,-1.0
Final Four,12,Ball State,0,95,0.0,0.004797979797979798,-0.004797979797979798,-1.0
Final Four,5,Kansas St,1,195,0.005,0.009848484848484848,-0.004848484848484848,-0.4923076923076923
Final Four,12,South Florida,0,96,0.0,0.0048484848484848485,-0.0048484848484848485,-1.0
Final Four,13,Norfolk St,0,97,0.0,0.004898989898989899,-0.004898989898989899,-1.0
Final Four,13,Liberty,0,104,0.0,0.0052525252525252525,-0.0052525252525252525,-1.0
Final Four,13,Grand Canyon,0,105,0.0,0.005303030303030303,-0.005303030303030303,-1.0
Final Four,7,Michigan St,1,209,0.005,0.010555555555555556,-0.005555555555555556,-0.5263157894736842
Final Four,9,Indiana,0,111,0.0,0.005606060606060606,-0.005606060606060606,-1.0
Final Four,11,George Mason,0,120,0.0,0.006060606060606061,-0.006060606060606061,-1.0
Final Four,6,Iowa,1,221,0.005,0.011161616161616162,-0.006161616161616162,-0.5520361990950227
Final Four,12,Fairfield,0,127,0.0,0.006414141414141414,-0.006414141414141414,-1.0
Final Four,7,Vanderbilt,0,135,0.0,0.006818181818181818,-0.006818181818181818,-1.0
Final Four,3,North Carolina,4,545,0.02,0.027525252525252526,-0.007525252525252525,-0.27339449541284405
Final Four,11,Iowa State,0,158,0.0,0.00797979797979798,-0.00797979797979798,-1.0
Final Four,14,FGCU,0,166,0.0,0.008383838383838384,-0.008383838383838384,-1.0
Final Four,8,California,0,170,0.0,0.008585858585858586,-0.008585858585858586,-1.0
Final Four,6,West Virginia,2,374,0.01,0.01888888888888889,-0.008888888888888889,-0.47058823529411764
Final Four,7,Louisville,0,185,0.0,0.009343434343434343,-0.009343434343434343,-1.0
Final Four,4,Kentucky,0,241,0.0,0.012171717171717172,-0.012171717171717172,-1.0
Final Four,4,Maryland,1,389,0.005,0.019646464646464648,-0.014646464646464647,-0.7455012853470436
Championship,2,UConn,22,1587,0.11,0.08015151515151515,0.029848484848484846,0.37240075614366724
Championship,7,Oklahoma St,4,173,0.02,0.008737373737373738,0.011262626262626262,1.2890173410404622
Championship,4,Baylor,3,219,0.015,0.01106060606060606,0.003939393939393939,0.35616438356164376
Championship,8,Utah,1,31,0.005,0.0015656565656565658,0.0034343434343434343,2.193548387096774
Championship,11,Columbia,1,38,0.005,0.0019191919191919192,0.0030808080808080807,1.6052631578947367
Championship,5,Alabama,1,44,0.005,0.0022222222222222222,0.002777777777777778,1.25
Championship,4,Ohio State,2,155,0.01,0.007828282828282828,0.002171717171717172,0.27741935483870966
Championship,6,Michigan,1,58,0.005,0.0029292929292929295,0.0020707070707070706,0.7068965517241378
Championship,2,NC State,19,1870,0.095,0.09444444444444444,0.0005555555555555591,0.005882352941176509
Championship,15,Fair Dickinson,0,2,0.0,0.00010101010101010101,-0.00010101010101010101,-1.0
Championship,16,UNC Greensboro,0,2,0.0,0.00010101010101010101,-0.00010101010101010101,-1.0
Championship,14,SF Austin,0,3,0.0,0.00015151515151515152,-0.00015151515151515152,-1.0
Championship,16,William & Mary,0,5,0.0,0.0002525252525252525,-0.0002525252525252525,-1.0
Championship,16,Southern,0,6,0.0,0.00030303030303030303,-0.00030303030303030303,-1.0
Championship,15,Lehigh,0,9,0.0,0.00045454545454545455,-0.00045454545454545455,-1.0
Championship,15,Arkansas St,0,10,0.0,0.000505050505050505,-0.000505050505050505,-1.0
Championship,15,Vermont,0,11,0.0,0.0005555555555555556,-0.0005555555555555556,-1.0
Championship,9,Georgia Tech,0,11,0.0,0.0005555555555555556,-0.0005555555555555556,-1.0
Championship,3,LSU,2,209,0.01,0.010555555555555556,-0.0005555555555555557,-0.05263157894736843
Championship,14,San Diego St,0,14,0.0,0.0007070707070707071,-0.0007070707070707071,-1.0
Championship,16,Tennessee Tech,0,14,0.0,0.0007070707070707071,-0.0007070707070707071,-1.0
Championship,10,S Dakota St,0,14,0.0,0.0007070707070707071,-0.0007070707070707071,-1.0
Championship,9,Mississippi St,0,15,0.0,0.0007575757575757576,-0.0007575757575757576,-1.0
Championship,3,North Carolina,2,215,0.01,0.010858585858585859,-0.0008585858585858589,-0.07906976744186049
Championship,14,Oregon St,0,19,0.0,0.0009595959595959596,-0.0009595959595959596,-1.0
