round,upsets,winners_density,non_winners_density,advantage,relative_advantage
Total Upsets,42.0,0.0,0.0075,-0.0075,-1.0
Total Upsets,43.0,0.0,0.004375,-0.004375,-1.0
Total Upsets,44.0,0.0,0.004583333333333333,-0.004583333333333333,-1.0
Total Upsets,45.0,0.0,0.002916666666666667,-0.002916666666666667,-1.0
Total Upsets,46.0,0.0,0.0025,-0.0025,-1.0
Total Upsets,47.0,0.0,0.0008333333333333334,-0.0008333333333333334,-1.0
Total Upsets,48.0,0.0,0.00020833333333333335,-0.00020833333333333335,-1.0
Total Upsets,49.0,0.0,0.0004166666666666667,-0.0004166666666666667,-1.0
Total Upsets,50.0,0.0,0.0,0.0,inf
Total Upsets,51.0,0.0,0.0004166666666666667,-0.0004166666666666667,-1.0
