round,upsets,winners_density,non_winners_density,advantage,relative_advantage
Total Upsets,33.0,0.005,0.025510204081632654,-0.020510204081632653,-0.8039999999999999
Total Upsets,34.0,0.0,0.022040816326530613,-0.022040816326530613,-1.0
Total Upsets,35.0,0.0,0.020612244897959184,-0.020612244897959184,-1.0
Total Upsets,36.0,0.0,0.017346938775510204,-0.017346938775510204,-1.0
Total Upsets,37.0,0.005,0.013163265306122449,-0.00816326530612245,-0.62015503875969
Total Upsets,38.0,0.0,0.012244897959183673,-0.012244897959183673,-1.0
Total Upsets,39.0,0.0,0.010306122448979592,-0.010306122448979592,-1.0
Total Upsets,40.0,0.0,0.006224489795918367,-0.006224489795918367,-1.0
Total Upsets,41.0,0.0,0.006020408163265306,-0.006020408163265306,-1.0
Total Upsets,42.0,0.0,0.005204081632653061,-0.005204081632653061,-1.0
Total Upsets,43.0,0.0,0.004489795918367347,-0.004489795918367347,-1.0
Total Upsets,44.0,0.0,0.0012244897959183673,-0.0012244897959183673,-1.0
Total Upsets,45.0,0.0,0.0008163265306122449,-0.0008163265306122449,-1.0
Total Upsets,46.0,0.0,0.0011224489795918367,-0.0011224489795918367,-1.0
Total Upsets,47.0,0.0,0.0011224489795918367,-0.0011224489795918367,-1.0
Total Upsets,48.0,0.0,0.0008163265306122449,-0.0008163265306122449,-1.0
Total Upsets,49.0,0.0,0.00040816326530612246,-0.00040816326530612246,-1.0
Total Upsets,50.0,0.0,0.00020408163265306123,-0.00020408163265306123,-1.0
Total Upsets,51.0,0.0,0.00020408163265306123,-0.00020408163265306123,-1.0
